sampling_round,collector,time,date,AM_PM,temperature,wind_max,wind_avg,cloud_cover,block,G,treatment,group,flower_genus,flower_species,notes,unique_ID,sex,group_edit,group_analysis,plot,pollinator_group
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2658,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2659,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2660,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2661,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2662,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2663,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2664,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2665,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2666,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2667,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2668,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2669,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2670,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2671,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2672,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2673,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2674,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2675,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2676,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2677,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2678,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2679,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2680,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2681,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2682,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2683,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2684,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2685,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2686,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2687,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2688,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2689,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2690,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2691,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2692,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2693,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2694,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2695,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2696,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2697,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2698,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2699,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2700,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2701,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2702,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2703,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2704,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2705,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2706,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2707,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2708,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2709,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2710,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2711,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2712,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2713,,tiny black,no,AH,no
2,LK,13:40,8/18/18,PM,30.9,6.1,4.2,85,1,8,poplar,tiny shiney,Silphium,perfoliatum,,GLBRC_p_2765,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2858,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2859,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2860,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2861,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2862,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2863,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2864,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2865,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2866,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2867,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2868,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2869,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2870,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2871,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2872,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2873,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2874,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2875,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2876,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2877,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2878,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2879,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2880,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2881,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2882,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2883,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2884,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2885,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2886,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2887,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2888,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2889,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2890,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2891,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2892,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2893,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2894,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2895,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2896,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2897,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2898,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2899,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2900,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2901,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2902,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2903,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2904,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2905,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2906,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2907,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2908,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2909,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2910,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2911,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2912,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2913,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2914,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2915,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2916,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2917,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2918,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2919,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2920,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2921,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2922,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2923,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2924,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2925,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2926,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2927,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2928,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2929,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,canadensis,,GLBRC_p_2930,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2931,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2932,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2933,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2934,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2935,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2936,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2937,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2938,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2939,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2940,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2941,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2942,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2943,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2944,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2945,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2946,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2947,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2948,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2949,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2950,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2951,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2952,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2953,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2954,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2955,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Daucus,carota,,GLBRC_p_2956,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2959,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2960,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2961,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2962,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2963,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2964,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2965,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2966,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2967,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2968,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2969,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2970,,tiny black,no,AH,no
2,LK,11:18,8/18/18,AM,26.5,4.6,2.2,85,1,8,poplar,tiny shiney,Solidago,graminifolia,,GLBRC_p_2971,,tiny black,no,AH,no
