sampling_round,collector,time,date,cloud cover,block,G,plot,treatment,flower_genus,flower_species,flower,number_plants,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,notes,floral_resources,avg_flowers
1,LK,9:30,7/18/18,0,5,5,EE,switchgrass,Hypericum,perforatum,Hypericum_perforatum,1,3,,,,,,,,,,,3,
1,LK,9:30,7/18/18,0,5,5,EE,switchgrass,Monarda,fistulosa,Monarda_fistulosa,1227,24,12,27,29,16,29,25,19,34,21,,28957.2,
1,LK,9:30,7/18/18,0,5,5,EE,switchgrass,Ratibida,hirta,Ratibida_pinnata,6,1,1,1,1,1,1,,,,,,6,
1,LK,9:30,7/18/18,0,5,5,EE,switchgrass,Rudbeckia,hirta,Rudbeckia_hirta,47,1,1,1,1,1,1,1,1,1,1,,47,
1,LK,9:30,7/18/18,0,5,5,EE,switchgrass,Silene,latifolia,Silene_latifolia,1,1,,,,,,,,,,,1,
2,AB,15:15,8/10/18,40,5,5,EE,switchgrass,Daucus,carota,Daucus_carota,76,22,35,25,24,15,30,10,25,20,25,,1755.6,
2,AB,15:15,8/10/18,40,5,5,EE,switchgrass,Hypericum,perforatum,Hypericum_perforatum,1,3,,,,,,,,,,,3,
2,AB,15:15,8/10/18,40,5,5,EE,switchgrass,Monarda,fistulosa,Monarda_fistulosa,1,7,,,,,,,,,,,7,
2,AB,15:15,8/10/18,40,5,5,EE,switchgrass,Ratibida,pinnata,Ratibida_pinnata,7,1,,,,,,,,,,,7,
2,AB,15:15,8/10/18,40,5,5,EE,switchgrass,Silphium,perfoliatum,Silphium_perfoliatum,1,1,,,,,,,,,,,1,
3,CL,15:40,8/29/18,100,5,5,EE,switchgrass,Daucus,carota,Daucus_carota,4,3,2,1,1,,,,,,,,7,
4,IR,15:17,9/20/18,70,5,5,EE,switchgrass,med leafed Symph,,Symphotrichum_novaeangliae,1,20,,,,,,,,,,,20,
4,IR,15:17,9/20/18,70,5,5,EE,switchgrass,Silene,latifolia,Silene_latifolia,1,1,,,,,,,,,,,1,
4,IR,15:17,9/20/18,70,5,5,EE,switchgrass,Solidago,canadensis,Solidago_canadensis,2,67,215,,,,,,,,,,282,
4,IR,15:17,9/20/18,70,5,5,EE,switchgrass,Symphotrichum,novae-angliae,Symphotrichum_novaeangliae,4,9,19,10,21,,,,,,,,59,
1,LK,10:50,7/18/18,0,5,7,EG,native grass,Monarda,fistulosa,Monarda_fistulosa,9,22.02298851,,,,,,,,,,20Dec19 - number of flowers per plant were not recorded. I averaged the number of flowers per plant for this same species that were measured in different plots on this day. ,198.2068966,
1,LK,10:50,7/18/18,0,5,7,EG,native grass,Silene,latifolia,Silene_latifolia,1,1,,,,,,,,,,,1,
2,AB,15:15,8/10/18,40,5,7,EG,native grass,0,0,,0,,,,,,,,,,,,0,
3,CL,13:30,8/29/18,50,5,7,EG,native grass,0,0,,0,,,,,,,,,,,,0,
4,IR,15:04,9/20/18,70,5,7,EG,native grass,0,0,,0,,,,,,,,,,,no flowers anywhere along transect,0,
1,LK,11:00,7/18/18,5,5,8,EH,poplar,Cirsium,sp.,Cirsium,441,1,1,1,1,1,1,1,1,1,1,,441,
1,LK,11:00,7/18/18,5,5,8,EH,poplar,Daucus,carota,Daucus_carota,13,51,46,47,38,7,39,40,36,9,33,,449.8,
1,LK,11:00,7/18/18,5,5,8,EH,poplar,Erigeron,annus,Erigeron,29,9,5,7,11,7,11,9,8,18,14,,287.1,
1,LK,11:00,7/18/18,5,5,8,EH,poplar,Hieracium,kalmii,Hieracium_kalmii,1,3,,,,,,,,,,,3,
2,AB,15:15,8/10/18,40,5,8,EH,poplar,Daucus,carota,Daucus_carota,28,35,27,25,30,19,27,35,16,18,20,,705.6,
2,AB,15:15,8/10/18,40,5,8,EH,poplar,Erigeron,annus,Erigeron,13,3,2,6,13,27,8,2,3,9,5,,101.4,
2,AB,15:15,8/10/18,40,5,8,EH,poplar,Solidago,graminifolia,Solidago_graminifolia,14,1,50,14,18,9,22,45,30,5,6,,280,
2,AB,15:15,8/10/18,40,5,8,EH,poplar,Solidago,sp.,Solidago,3,13,30,9,,,,,,,,,52,
3,CL,16:00,8/29/18,100,5,8,EH,poplar,Daucus,carota,Daucus_carota,14,1,6,3,3,2,7,6,2,3,5,,53.2,
3,CL,16:00,8/29/18,100,5,8,EH,poplar,Erigeron,annus,Erigeron,6,4,3,2,6,4,8,,,,,,27,
3,CL,16:00,8/29/18,100,5,8,EH,poplar,Silene,latifolia,Silene_latifolia,2,1,2,,,,,,,,,,3,
3,CL,16:00,8/29/18,100,5,8,EH,poplar,Solidago,canadensis,Solidago_canadensis,1676,20,340,75,105,35,260,120,40,70,415,,248048,
3,CL,16:00,8/29/18,100,5,8,EH,poplar,Solidago,graminifolia,Solidago_graminifolia,148,24,60,35,25,35,40,30,210,85,60,,8939.2,
4,IR,11:30,9/21/18,100,5,8,EH,poplar,grass leafed Symph,,Symph_grass,5,22,16,4,6,5,,,,,,,53,
4,IR,11:30,9/21/18,100,5,8,EH,poplar,med leafed Symph,,Symphotrichum_novaeangliae,315,4,5,6,1,2,4,3,3,5,1,,1071,
4,IR,11:30,9/21/18,100,5,8,EH,poplar,Solidago,canadensis,Solidago_canadensis,259,20,1,2,66,9,18,4,6,5,19,,3885,
4,IR,11:30,9/21/18,100,5,8,EH,poplar,Solidago,graminifolia,Solidago_graminifolia,4,9,11,9,5,,,,,,,,34,
4,IR,11:30,9/21/18,100,5,8,EH,poplar,Symphotrichum,novae-angliae,Symphotrichum_novaeangliae,10,2,1,2,3,4,6,5,1,6,2,,32,
1,LK,9:45,7/18/18,0,5,9,EI,successional,Achillea,millefolium,Achillea_millefolium,64,69,8,103,52,60,48,75,57,41,66,,3705.6,
1,LK,9:45,7/18/18,0,5,9,EI,successional,Daucus,carota,Daucus_carota,56,63,48,19,15,45,66,7,47,59,42,,2301.6,
1,LK,9:45,7/18/18,0,5,9,EI,successional,Dianthus,armeria,Dianthus_armeria,5,1,1,1,1,1,,,,,,,5,
1,LK,9:45,7/18/18,0,5,9,EI,successional,Erigeron,annus,Erigeron,2,8,3,,,,,,,,,,11,
1,LK,9:45,7/18/18,0,5,9,EI,successional,Monarda,fistulosa,Monarda_fistulosa,826,28,30,21,43,22,24,16,49,23,17,,22549.8,
1,LK,9:45,7/18/18,0,5,9,EI,successional,Ratibida,pinnata,Ratibida_pinnata,37,1,1,1,1,1,1,1,1,1,1,,37,
1,LK,9:45,7/18/18,0,5,9,EI,successional,Rudbeckia,hirta,Rudbeckia_hirta,4,1,1,1,1,,,,,,,,4,
1,LK,9:45,7/18/18,0,5,9,EI,successional,Silene,latifolia,Silene_latifolia,11,1,1,1,2,1,3,1,1,1,1,,14.3,
2,AB,15:15,8/10/18,40,5,9,EI,successional,Daucus,carota,Daucus_carota,244,18,16,16,60,25,26,25,27,30,25,,6539.2,
2,AB,15:15,8/10/18,40,5,9,EI,successional,Dianthus,armeria,Dianthus_armeria,55,1,1,1,2,1,1,1,1,1,1,,60.5,
2,AB,15:15,8/10/18,40,5,9,EI,successional,Erigeron,annus,Erigeron,3,4,10,8,,,,,,,,,22,
2,AB,15:15,8/10/18,40,5,9,EI,successional,Monarda,fistulosa,Monarda_fistulosa,17,5,6,2,5,1,2,5,2,5,2,,59.5,
2,AB,15:15,8/10/18,40,5,9,EI,successional,Oxalis,stricta,Oxalis,11,1,1,1,1,1,1,1,1,1,1,,11,
2,AB,15:15,8/10/18,40,5,9,EI,successional,Ratibida,pinnata,Ratibida_pinnata,43,1,1,1,1,1,1,1,1,1,1,,43,
2,AB,15:15,8/10/18,40,5,9,EI,successional,Solidago,graminifolia,Solidago_graminifolia,70,120,60,130,135,18,35,39,63,4,8,,4284,
3,CL,14:10,8/29/18,95,5,9,EI,successional,Daucus,carota,Daucus_carota,8,6,5,2,8,3,1,3,3,,,,31,
3,CL,14:10,8/29/18,95,5,9,EI,successional,Dianthus,armeria,Dianthus_armeria,13,1,1,2,2,2,1,1,2,1,5,,23.4,
3,CL,14:10,8/29/18,95,5,9,EI,successional,Erigeron,annus,Erigeron,1,18,,,,,,,,,,,18,
3,CL,14:10,8/29/18,95,5,9,EI,successional,Oxalis,stricta,Oxalis,10,6,1,7,1,2,3,8,2,1,3,,34,
3,CL,14:10,8/29/18,95,5,9,EI,successional,Silene,latifolia,Silene_latifolia,2,1,2,,,,,,,,,,3,
3,CL,14:10,8/29/18,95,5,9,EI,successional,Solidago,canadensis,Solidago_canadensis,606,50,300,65,175,15,145,30,135,37,12,,58418.4,
3,CL,14:10,8/29/18,95,5,9,EI,successional,Solidago,graminifolia,Solidago_graminifolia,177,110,120,40,45,20,5,15,25,60,95,,9469.5,
3,CL,14:10,8/29/18,95,5,9,EI,successional,Solidago,rigida,Solidago_rigida,50,7,3,15,20,35,10,15,13,26,33,,885,
3,CL,14:10,8/29/18,95,5,9,EI,successional,Solidago,rigida,Solidago_rigida,50,15.85,,,,,,,,,,20Dec19 - number of flowers per plant were not recorded. I averaged the number of flowers per plant for this same species that were measured in different plots on this day. ,792.5,
4,IR,15:37,9/20/18,50,5,9,EI,successional,Daucus,carota,Daucus_carota,2,19,34,,,,,,,,,,53,
4,IR,15:37,9/20/18,50,5,9,EI,successional,med leafed Symph,,Symphotrichum_novaeangliae,161,6,1,3,7,3,1,1,3,4,1,,483,
4,IR,15:37,9/20/18,50,5,9,EI,successional,Oxalis,stricta,Oxalis,31,1,1,1,1,1,1,1,1,1,1,,31,
4,IR,15:37,9/20/18,50,5,9,EI,successional,Ratibida,pinnata,Ratibida_pinnata,1,1,,,,,,,,,,,1,
4,IR,15:37,9/20/18,50,5,9,EI,successional,round leafed Solidago,,Solidago_round,64,10,17,24,16,10,21,21,25,12,43,,1273.6,
4,IR,15:37,9/20/18,50,5,9,EI,successional,Silene,latifolia,Silene_latifolia,1,1,,,,,,,,,,,1,
4,IR,15:37,9/20/18,50,5,9,EI,successional,Solidago,canadensis,Solidago_canadensis,501,39,9,23,9,24,13,8,7,14,33,,8967.9,
4,IR,15:37,9/20/18,50,5,9,EI,successional,Solidago,graminifolia,Solidago_graminifolia,21,2,6,22,9,3,6,2,2,10,12,,155.4,
4,IR,15:37,9/20/18,50,5,9,EI,successional,Symphotrichum,novae-angliae,Symphotrichum_novaeangliae,212,5,18,6,1,1,1,1,5,7,6,,1081.2,
4,IR,15:37,9/20/18,50,5,9,EI,successional,unknown,unknown,Potentilla,1,1,,,,,,,,,,medium leafed potentilla,1,
4,IR,15:37,9/20/18,50,5,9,EI,successional,unknown,unknown,unknown2,1,1,,,,,,,,,,"tiny Hieracium, photos from previous see r2G9",1,
4,IR,15:37,9/20/18,50,5,9,EI,successional,unknown,unknown,Symph_rec,1,4,,,,,,,,,,rectagular leafed Sympho? Photos from previous see r2g5,4,
1,LK,10:10,7/18/18,0,5,10,EJ,prairie,Achillea,millefolium,Achillea_millefolium,2,73,22,,,,,,,,,,95,
1,LK,10:10,7/18/18,0,5,10,EJ,prairie,Daucus,carota,Daucus_carota,2,16,61,,,,,,,,,,77,
1,LK,10:10,7/18/18,0,5,10,EJ,prairie,Desmodium,sp.,Desmodium,106,9,3,4,6,12,4,11,25,7,,,954,
1,LK,10:10,7/18/18,0,5,10,EJ,prairie,Medicago,lupulina,Medicago_lupulina,2,1,1,,,,,,,,,,2,
1,LK,10:10,7/18/18,0,5,10,EJ,prairie,Monarda,fistulosa,Monarda_fistulosa,222,24,52,23,31,32,16,17,25,18,15,,5616.6,
1,LK,10:10,7/18/18,0,5,10,EJ,prairie,Ratibida,pinnata,Ratibida_pinnata,12,1,1,1,1,1,1,1,1,1,1,,12,
1,LK,10:10,7/18/18,0,5,10,EJ,prairie,Rudbeckia,hirta,Rudbeckia_hirta,49,1,1,1,1,1,1,1,1,1,1,,49,
1,LK,10:10,7/18/18,0,5,10,EJ,prairie,Silphium,perfoliatum,Silphium_perfoliatum,9,1,1,1,1,1,1,1,1,1,,,9,
1,LK,10:10,7/18/18,0,5,10,EJ,prairie,Trifolium,pratense,Trifolium_pratense,4,1,1,1,1,,,,,,,,4,
1,LK,10:10,7/18/18,0,5,10,EJ,prairie,unknown,unknown,unknown1,3,15,5,16,,,,,,,,"tiny purple photo, 1 stem = 1 plant, 1 flower = 1 flower",36,
2,AB,15:15,8/10/18,40,5,10,EJ,prairie,Daucus,carota,Daucus_carota,12,12,20,25,50,34,30,35,5,30,35,,331.2,
2,AB,15:15,8/10/18,40,5,10,EJ,prairie,Ratibida,pinnata,Ratibida_pinnata,19,1,1,1,1,1,1,1,1,1,1,,19,
2,AB,15:15,8/10/18,40,5,10,EJ,prairie,Silphium,perfoliatum,Silphium_perfoliatum,270,1,1,1,1,1,1,1,1,1,1,,270,
2,AB,15:15,8/10/18,40,5,10,EJ,prairie,Solidago,graminifolia,Solidago_graminifolia,4,100,16,30,18,,,,,,,,164,
3,CL,13:25,8/29/18,,5,10,EJ,prairie,Daucus,carota,Daucus_carota,7,2,2,1,1,4,4,2,,,,,16,
3,CL,13:25,8/29/18,,5,10,EJ,prairie,Solidago,canadensis,Solidago_canadensis,165,5,70,16,105,120,45,10,17,50,15,,7474.5,
3,CL,13:25,8/29/18,,5,10,EJ,prairie,Solidago,graminifolia,Solidago_graminifolia,17,15,20,45,30,17,85,15,45,10,32,Euthamia graminifolia=Solidago graminifolia,533.8,
3,CL,13:25,8/29/18,,5,10,EJ,prairie,Solidago,rigida,Solidago_rigida,16,5,13,11,3,26,11,20,21,11,19,,224,
3,CL,13:25,8/29/18,,5,10,EJ,prairie,Solidago,speciosa,Solidago_speciosa,10,12,10,15,15,33,5,7,4,21,11,,133,
4,IR,10:20,9/21/18,90,5,10,EJ,prairie,grey leafed sympho,,Symph_grass,2,3,1,,,,,,,,,,4,
4,IR,10:20,9/21/18,90,5,10,EJ,prairie,med leafed Symph,,Symphotrichum_novaeangliae,1,2,,,,,,,,,,,2,
4,IR,10:20,9/21/18,90,5,10,EJ,prairie,Solidago,canadensis,Solidago_canadensis,43,3,8,6,12,22,16,9,8,22,25,,563.3,
4,IR,10:20,9/21/18,90,5,10,EJ,prairie,Solidago,sp.,Solidago,29,9,2,38,40,69,2,7,12,32,35,big flowered solidago,713.4,
4,IR,10:20,9/21/18,90,5,10,EJ,prairie,Symphotrichum,novae-angliae,Symphotrichum_novaeangliae,113,2,1,1,3,3,1,1,1,3,2,,203.4,
